id,en
WIKI_MOON_KALLICHORE,"
Kallichore ( kə-LIK-o-ree; Greek: Καλλιχόρη), also known as Jupiter XLIV, is a natural satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard, et al. in 2003. It received the temporary designation S/2003 J 11.Kallichore is about 2 kilometres in diameter, and orbits Jupiter at an average distance of 23,112 Mm in 717.806 days, at an inclination of 165° to the ecliptic (164° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.2042.

It was named in March 2005 after the nymph Kallichore.Kallichore belongs to the Carme group, made up of irregular retrograde moons orbiting Jupiter at a distance ranging between 23 and 24 Gm and at an inclination of about 165°.

  --https://en.wikipedia.org/wiki/Kallichore_(moon)"
WIKI_MOON_HELIKE,"
Helike ( HEL-i-kee; Greek: Ελίκη), also known as Jupiter XLV, is a moon of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2003, and given the temporary designation S/2003 J 6.

Helike is about 4 kilometres in diameter, and orbits Jupiter at an average distance of 20.54 million kilometres in 601.402 days, at an inclination of 155° to the ecliptic (156° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.1375. Its average orbital speed is 2.48 km/s.

It was named in March 2005 after Helike, one of the nymphs that nurtured Zeus (Jupiter) in his infancy on Crete.Helike belongs to the Ananke group.

  --https://en.wikipedia.org/wiki/Helike_(moon)"
WIKI_MOON_CARPO,"
Carpo ( KAR-poh; Greek: Καρπώ), also Jupiter XLVI, is a natural satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2003, and was provisionally designated as S/2003 J 20 until it received its name in early 2005.Carpo is about 3 kilometres (1.9 miles) in diameter, and orbits Jupiter at an average distance of 17.145 Gm (just over ten million miles) in 458.625 days, at an inclination of 56° to the ecliptic (55° to Jupiter's equator), and with a high eccentricity of 0.4316.

It was named in March 2005 after Carpo, one of the Horae, and a daughter of Zeus (Jupiter).

Like Themisto and Valetudo, this moon seems to be the lone member of a unique class, which makes it particularly interesting. The orbital inclination of satellites such as this one is limited by the Kozai effect, discovered by Yoshihide Kozai in 1962. This effect induces a periodic exchange between the inclination and eccentricity of the orbit; if the inclination is large enough, the eccentricity can in turn grow so large that the periapsis of the satellite (called the perizene in the case of moons of Jupiter) would be in the immediate vicinity of the Galilean moons (Io, Europa, Ganymede and Callisto). The satellite would eventually collide with one of these, or a close encounter would eject it altogether from the Jovian system. The periapsis precession period (Pw) is 6.8 million years long.

  --https://en.wikipedia.org/wiki/Carpo_(moon)"
WIKI_MOON_EUKELADE,"
Eukelade ( yoo-KEL-ə-dee; Greek: Ευκελάδη), also known as Jupiter XLVII, is a retrograde irregular satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2003, and received the temporary designation S/2003 J 1.Eukelade is about 4 kilometres in diameter, and orbits Jupiter at an average distance of 23,484 Mm in 735.200 days, at an inclination of 164° to the ecliptic (165° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.2829.

It was named in March 2005 after Eukelade, described by some Greek writers as one of the Muses, and thus a daughter of Zeus (Jupiter).Eukelade belongs to the Carme group, made up of irregular retrograde moons orbiting Jupiter at a distance ranging between 23 and 24 Gm and at an inclination of about 165°.

  --https://en.wikipedia.org/wiki/Eukelade"
WIKI_MOON_CYLLENE,"
Cyllene ( si-LEE-nee; Greek: Κυλλήνη), also known as Jupiter XLVIII, is a natural satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2003, receiving the temporary designation S/2003 J 13.Cyllene is about 2 kilometres in diameter, and orbits Jupiter at an average distance of (23.4 million km) 23,396 Mm in 731.099 days (2.00 earth years), at an inclination of 140° to the ecliptic (140° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.4116.

It was named in March 2005 after Cyllene, a naiad (stream nymph) or oread (mountain nymph) associated with Mount Kyllini, Greece. She was a daughter of Zeus (Jupiter).

It belongs to the Pasiphae group, irregular retrograde moons orbiting Jupiter at distances ranging between 22.8 and 24.1 Gm, and with inclinations ranging between 144.5° and 158.3°.

  --https://en.wikipedia.org/wiki/Cyllene_(moon)"
WIKI_MOON_KORE,"
Kore ( KOR-ee; Greek: Κόρη), also known as Jupiter XLIX, is a natural satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2003 and given the provisional designation S/2003 J 14.Kore is about 2 kilometers in diameter, and orbits Jupiter at an average distance of 23,239 Mm in 723.720 days, at an inclination of 141° to the ecliptic (139° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.2462.

It belongs to the Pasiphae group, which is made up of irregular retrograde moons orbiting Jupiter at distances ranging between 22.8 and 24.1 Gm, and with inclinations ranging between 144.5° and 158.3°.

It was named after Kore, another name for the Greek goddess Persephone (from the Greek κόρη, 'daughter [of Demeter]').

  --https://en.wikipedia.org/wiki/Kore_(moon)"
WIKI_MOON_HERSE,"
Herse ( HUR-see; Greek: Ἕρση), or Jupiter L, previously known by its provisional designation of S/2003 J 17, is a natural satellite of Jupiter. It was discovered on 8 February 2003 by the astronomers Brett J. Gladman, John J. Kavelaars, Jean-Marc Petit, and Lynne Allen and also by a team of astronomers at the University of Hawaii. It was named after Herse 'dew', by some accounts a daughter of Zeus and Selene the moon in Greek mythology, on 11 November 2009.Herse is about 2 kilometres in diameter, and orbits Jupiter at an average distance of 22.134 gigametre (Gm) in 672.752 days, at a mean inclination of 165° to the ecliptic, in a retrograde direction and with a mean eccentricity of 0.2493.It is a member of the Carme group, made up of irregular retrograde moons orbiting Jupiter at a distance ranging between 23 and 24 Gm and at an inclination of about 165°.

  --https://en.wikipedia.org/wiki/Herse_(moon)"
WIKI_MOON_S_2000_J_11,"
Dia (), also known as Jupiter LIII, is a prograde irregular satellite of Jupiter. Provisionally known as S/2000 J 11, it received its name on March 7, 2015. It is named after Dia, daughter of Deioneus (or Eioneus), wife of Ixion. According to Homer, she was seduced by Zeus in stallion form; Pirithous was the issue.

The satellite is one of the three known small bodies in the Himalia group, the other two being S/2018 J 1 and S/2017 J 4.

Dia is thought to be about 4 kilometres in diameter. It orbits Jupiter at an average distance of 12 million km in 274 days, at an inclination of 28° (to Jupiter's equator), and with an eccentricity of 0.21.

  --https://en.wikipedia.org/wiki/Dia_(moon)"
WIKI_MOON_S_2003_J_2,"
S/2003 J 2 is a retrograde irregular satellite of Jupiter. The discovery, by a team of astronomers from the University of Hawaii led by Scott S. Sheppard and David C. Jewitt, was announced on March 4, 2003. As of  2018, it is Jupiter's outermost known moon.

S/2003 J 2 is about 2 km (1.2 mi) in diameter, and orbits Jupiter at an average distance of 29.54 gigametres (0.1975 AU) in 981.55 days, at an inclination of 154° to the ecliptic (152° to Jupiter's equator) and with an eccentricity of 0.4100.It may belong to the Pasiphae group, though its orbit is not known well enough to confirm the assignment. Its orbit has a semi-major axis ~30 gigametres (0.20 AU) and inclination ~160°.The limits of Jupiter's gravitational influence are defined by its Hill sphere, whose radius is 52 gigametres (0.35 AU). Retrograde moons with  axes up to 67% of the Hill radius are believed to be stable. Consequently, it is possible that even more distant moons of Jupiter may be discovered.

This moon has not been seen since its discovery in 2003 and is currently considered lost.

  --https://en.wikipedia.org/wiki/S/2003_J_2"
WIKI_MOON_S_2003_J_3,"
Jupiter LX, originally known as S/2003 J 3, is a natural satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2003.

Jupiter LX is about 2 kilometres in diameter, and orbits Jupiter at an average distance of 19,622 Mm in 561.518 days, at an inclination of 146° to the ecliptic (146° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.2507.

It belongs to the Ananke group, retrograde irregular moons that orbit Jupiter between 19.3 and 22.7 Gm, at inclinations of roughly 150°.

The moon was lost following its discovery in 2003. It was recovered in 2017 and given its permanent designation that year.

  --https://en.wikipedia.org/wiki/Jupiter_LX"
WIKI_MOON_S_2003_J_4,"
S/2003 J 4 is a natural satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2003.S/2003 J 4 is about 2 km in diameter, and orbits Jupiter at an average distance of 23,571 Mm in 739.294 days, at an inclination of 147° to the ecliptic (149° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.3003.

It belongs to the Pasiphae group, irregular retrograde moons orbiting Jupiter at distances ranging between 22.8 and 24.1 Gm, and with inclinations ranging between 144.5° and 158.3°.

This moon has not been seen since its discovery in 2003 and is currently considered lost.

  --https://en.wikipedia.org/wiki/S/2003_J_4"
WIKI_MOON_S_2003_J_5,"
Jupiter LVII, originally known as S/2003 J 5, is a retrograde irregular satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2003.Jupiter LVII is about 4 kilometres in diameter, and orbits Jupiter at an average distance of 23,974 Mm in 758.341 days, at an inclination of 166° to the ecliptic (167° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.307.

It belongs to the Carme group, made up of irregular retrograde moons orbiting Jupiter at a distance ranging between 23 and 24 Gm and at an inclination of about 165°.

The moon was lost following its discovery in 2003. It was recovered in 2017 and given its permanent designation that year.

  --https://en.wikipedia.org/wiki/Jupiter_LVII"
WIKI_MOON_S_2003_J_9,"
S/2003 J 9 is a retrograde irregular satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2003.

S/2003 J 9 is about 1 kilometre in diameter, and orbits Jupiter at an average distance of 23,858 Mm in 752.839 days, at an inclination of 165° to the ecliptic (165° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.276.

It belongs to the Carme group, made up of irregular retrograde moons orbiting Jupiter at a distance ranging between 23 and 24 Gm and at an inclination of about 165°.

This moon is currently considered lost.

  --https://en.wikipedia.org/wiki/S/2003_J_9"
WIKI_MOON_S_2003_J_10,"
S/2003 J 10 is a retrograde irregular satellite of Jupiter. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard et al. in 2003.

S/2003 J 10 is about 2 kilometres in diameter, and orbits Jupiter at an average distance of 22,731 Mm in 700.129 days, at an inclination of 164° to the ecliptic (166° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.3438.

It seems to belong to the Carme group.

This moon has not been seen since its discovery in 2003 and is currently considered lost.

  --https://en.wikipedia.org/wiki/S/2003_J_10"
WIKI_MOON_S_2003_J_12,"
S/2003 J 12 is a natural satellite of Jupiter, and is one of the smallest known natural satellites in the Solar System. It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2003.S/2003 J 12 is about 1 kilometre (0.6 miles) in diameter, and orbits Jupiter at an average distance of 17,883 Mm in 489.72 days, at an inclination of 143° to the ecliptic (143° to Jupiter's equator), in a retrograde direction and with an eccentricity of 0.4920.It is the innermost of the outer irregular retrograde satellites of Jupiter, and might belong to the Ananke group.

This moon has not been seen since its discovery in 2003 and is currently considered lost.

  --https://en.wikipedia.org/wiki/S/2003_J_12"
